__id,carat,cut,color,clarity,depth,table,label,x,y,z
53334,0.81,2,1,4,63.2,59.0,2655,5.9,5.84,3.71
43711,0.51,4,1,3,61.1,56.0,1437,5.16,5.18,3.16
25313,2.07,3,2,2,62.7,58.0,13993,8.14,8.09,5.09
1264,0.9,3,1,2,60.9,56.0,2947,6.26,6.21,3.8
26060,1.52,2,3,5,62.9,59.0,15265,7.25,7.29,4.57
49871,0.53,4,4,5,62.2,54.0,2175,5.19,5.22,3.24
33675,0.32,4,4,5,60.8,58.0,837,4.39,4.43,2.68
16481,1.1,4,2,4,62.3,55.0,6586,6.57,6.61,4.1
11266,1.05,2,2,4,63.4,57.0,4969,6.48,6.45,4.1
6284,1.01,4,4,1,62.7,57.0,4017,6.43,6.37,4.01
49918,0.7,4,2,2,61.2,56.0,2184,5.69,5.74,3.5
24147,1.05,4,4,6,59.0,60.0,12315,6.62,6.67,3.92
29570,0.41,1,4,2,63.1,59.0,705,4.7,4.75,2.98
52923,0.58,4,6,3,60.8,57.0,2590,5.4,5.42,3.29
12513,1.01,2,2,3,63.2,58.0,5260,6.34,6.26,3.98
52648,0.24,2,5,5,60.9,58.0,552,4.03,4.05,2.46
3985,0.9,1,3,2,63.9,60.0,3512,6.1,6.07,3.89
48709,0.7,2,3,2,61.7,57.0,2010,5.65,5.8,3.53
43751,0.51,2,3,3,62.3,59.0,1438,5.07,5.1,3.17
47655,0.31,4,2,2,61.0,56.0,530,4.38,4.41,2.68
41706,0.53,1,2,2,63.7,55.0,1242,5.15,5.12,3.27
17143,1.01,3,3,5,60.9,59.0,6843,6.54,6.59,4.0
40596,0.28,4,2,4,61.8,57.0,497,4.2,4.22,2.6
6626,1.1,1,3,1,64.2,56.0,4084,6.55,6.51,4.19
45130,0.53,4,5,3,62.8,55.0,1653,5.21,5.17,3.26
15977,1.02,2,5,2,62.7,60.0,6397,6.45,6.4,4.03
4295,0.82,4,5,2,61.8,55.0,3588,5.97,6.01,3.7
51371,0.61,4,4,4,62.3,55.0,2366,5.46,5.49,3.41
47528,0.52,4,6,3,62.1,57.0,1868,5.17,5.13,3.2
17808,1.0,4,4,4,61.4,56.0,7177,6.46,6.51,3.98
32591,0.33,4,3,6,60.4,58.0,802,4.5,4.51,2.72
38276,0.21,3,5,3,59.6,56.0,386,3.93,3.89,2.33
23096,1.02,4,4,7,62.0,58.0,11116,6.44,6.49,4.01
43289,0.31,4,2,3,61.4,56.0,507,4.38,4.42,2.7
3532,0.91,1,6,1,64.1,62.0,3408,6.01,6.06,3.87
11769,1.0,2,5,2,61.1,60.0,5082,6.42,6.47,3.94
39696,0.4,1,5,6,59.4,61.0,1088,4.8,4.83,2.86
32580,0.36,4,6,2,61.6,56.0,801,4.59,4.6,2.83
29988,0.32,4,4,4,61.9,56.0,716,4.39,4.43,2.73
312,0.74,3,3,4,62.9,60.0,2800,5.74,5.68,3.59
28493,0.32,4,3,3,62.1,55.0,673,4.36,4.39,2.71
34392,0.41,2,4,3,62.8,58.0,863,4.69,4.73,2.96
31379,0.31,3,2,7,60.4,58.0,761,4.41,4.43,2.67
10136,1.0,4,4,1,62.7,57.0,4721,6.37,6.42,4.01
32846,0.4,4,1,5,62.4,55.0,807,4.7,4.73,2.94
20876,1.59,2,3,1,61.7,59.0,9094,7.41,7.46,4.59
42129,0.48,3,4,3,61.3,60.0,1279,5.01,4.97,3.06
32330,0.3,4,5,5,61.4,57.0,789,4.32,4.34,2.66
10490,0.9,0,6,2,64.0,63.0,4796,6.12,6.04,3.89
41054,0.53,2,2,2,61.7,55.0,1189,5.2,5.24,3.22
3032,0.31,4,6,2,61.3,55.0,565,4.36,4.41,2.69
18480,1.05,4,3,4,61.0,56.0,7526,6.62,6.56,4.02
44217,0.55,4,6,2,62.1,56.0,1571,5.21,5.25,3.25
34757,0.41,3,2,2,61.7,60.0,876,4.75,4.71,2.92
40798,0.43,4,4,5,62.2,55.0,1169,4.83,4.85,3.01
28421,0.43,1,5,1,63.4,57.0,669,4.77,4.82,3.04
27280,2.14,3,4,1,58.2,61.0,17742,8.5,8.45,4.93
52107,0.47,4,6,6,62.0,54.0,2460,4.99,5.01,3.1
32882,0.4,4,0,4,62.6,55.0,810,4.75,4.71,2.96
31590,0.35,2,5,3,58.9,59.0,767,4.59,4.64,2.72
53920,0.76,4,1,6,62.2,55.0,2753,5.89,5.87,3.66
23530,1.5,2,5,2,61.4,59.0,11533,7.24,7.41,4.5
24557,2.03,3,1,2,59.8,59.0,12844,8.29,8.24,4.94
42238,0.54,1,4,2,63.3,56.0,1292,5.21,5.24,3.31
18389,0.29,2,5,4,59.2,58.0,619,4.36,4.39,2.59
11559,1.16,2,5,1,62.4,55.0,5034,6.69,6.77,4.2
42446,0.57,2,5,1,61.2,57.0,1315,5.31,5.35,3.26
40154,0.46,4,5,1,61.3,56.0,1116,5.02,4.96,3.06
38392,0.42,3,5,3,61.9,59.0,1024,4.81,4.75,2.96
637,0.73,4,6,2,61.4,57.0,2841,5.76,5.8,3.55
5564,1.0,3,4,1,59.3,62.0,3858,6.49,6.43,3.83
14181,0.81,4,5,6,62.5,54.0,5752,5.95,5.98,3.73
28780,0.4,1,2,2,60.2,63.0,681,4.7,4.73,2.84
28834,0.41,4,2,2,61.2,57.0,683,4.76,4.78,2.92
39969,0.4,4,5,5,62.5,54.0,1106,4.73,4.77,2.97
1888,0.71,2,4,1,61.4,56.0,3075,5.71,5.73,3.51
43572,0.41,4,3,7,62.4,54.0,1431,4.78,4.74,2.97
18481,1.0,4,4,4,61.9,57.0,7526,6.41,6.39,3.96
51659,0.3,4,3,3,61.2,55.0,545,4.35,4.38,2.67
15958,1.46,3,0,1,60.1,58.0,6387,7.43,7.34,4.44
43723,0.51,4,5,2,61.3,55.0,1438,5.11,5.17,3.15
2253,0.88,2,5,1,59.1,58.0,3150,6.22,6.3,3.7
23411,1.67,3,1,4,61.1,58.0,11400,7.69,7.6,4.67
32415,0.41,4,6,2,61.6,55.0,791,4.78,4.8,2.95
2457,1.01,3,0,3,62.4,60.0,3190,6.45,6.35,3.99
29270,0.31,3,5,2,62.7,58.0,698,4.33,4.31,2.71
34288,0.26,4,2,6,61.2,56.0,468,4.11,4.16,2.53
40319,0.5,3,4,1,59.9,60.0,1125,5.22,5.16,3.11
17419,1.13,4,1,4,61.9,55.0,6980,6.67,6.7,4.14
6640,0.85,4,5,2,63.0,56.0,4089,6.0,6.04,3.79
17837,1.06,4,2,6,61.3,57.0,7193,6.55,6.53,4.01
37544,0.39,4,4,5,61.3,56.0,988,4.73,4.77,2.91
37867,0.46,0,4,2,64.9,58.0,1003,4.81,4.77,3.11
53428,0.73,4,6,1,61.8,57.0,2671,5.75,5.78,3.56
1194,0.73,3,4,3,59.9,58.0,2933,5.84,5.87,3.51
1979,0.7,4,6,3,61.6,58.0,3092,5.66,5.7,3.5
36699,0.34,4,3,7,61.5,56.0,952,4.52,4.54,2.79
6213,0.9,4,3,2,61.6,57.0,4001,6.17,6.24,3.82
17434,1.41,3,6,1,61.1,56.0,6988,7.19,7.15,4.38
49337,0.57,4,3,5,61.7,56.0,2095,5.3,5.33,3.28
47976,0.38,4,0,3,62.1,54.0,532,4.65,4.69,2.9
1143,0.71,2,5,3,63.3,59.0,2922,5.62,5.66,3.57
21061,1.26,4,4,3,61.4,57.0,9236,7.02,6.96,4.29
13240,1.02,3,2,4,62.1,59.0,5469,6.38,6.43,3.98
48794,0.83,3,0,2,59.3,59.0,2022,6.17,6.1,3.64
22156,1.01,4,4,6,60.5,60.0,10197,6.45,6.47,3.91
5848,1.0,2,3,1,63.3,56.0,3920,6.38,6.29,4.01
35978,0.35,2,3,6,59.3,61.0,921,4.58,4.62,2.73
4178,0.9,3,4,1,61.3,59.0,3556,6.16,6.11,3.76
8850,1.01,1,5,2,64.1,59.0,4480,6.35,6.31,4.06
41088,0.41,3,4,5,62.4,58.0,1192,4.76,4.7,2.95
12464,1.03,3,3,2,58.4,58.0,5249,6.66,6.62,3.88
49445,0.7,4,1,2,61.6,53.0,2110,5.73,5.76,3.54
6946,1.0,2,3,1,62.4,60.0,4142,6.31,6.36,3.95
19574,1.51,4,0,3,61.5,56.0,8203,7.37,7.4,4.54
31942,0.3,4,4,3,61.3,55.0,776,4.32,4.3,2.64
18319,1.0,3,5,4,61.1,60.0,7452,6.41,6.43,3.92
21321,1.51,2,4,1,63.4,57.0,9471,7.29,7.25,4.61
51332,0.7,2,4,3,61.6,58.0,2362,5.7,5.72,3.52
41901,0.55,4,0,3,61.7,54.0,1260,5.34,5.29,3.28
45427,0.55,2,5,3,62.3,61.0,1669,5.16,5.21,3.23
9001,0.91,2,5,2,62.5,61.0,4512,6.1,6.19,3.84
9564,0.91,4,5,2,61.9,55.0,4623,6.18,6.22,3.84
50321,0.7,4,1,3,61.9,53.2,2240,5.68,5.71,3.56
20625,1.01,2,4,5,62.3,56.0,8922,6.38,6.42,3.99
53768,0.7,4,4,4,62.0,55.0,2726,5.71,5.74,3.55
6014,0.88,4,6,1,62.2,56.0,3962,6.12,6.16,3.82
30087,0.32,4,2,4,61.1,56.0,720,4.46,4.44,2.72
25983,1.2,4,5,6,60.1,61.0,15185,6.83,6.91,4.13
29833,0.31,4,3,6,61.3,60.0,710,4.33,4.38,2.67
43843,0.62,4,4,1,62.0,58.0,1446,5.44,5.49,3.39
16903,1.0,1,3,5,62.4,61.0,6748,6.32,6.3,3.94
5206,1.04,3,3,2,60.3,58.0,3780,6.6,6.55,3.96
37289,0.24,2,5,5,63.4,57.0,485,3.95,3.97,2.51
12148,1.0,1,6,3,62.1,64.0,5174,6.38,6.35,3.95
15483,1.22,4,0,4,61.4,58.0,6201,6.85,6.87,4.21
41219,0.43,3,3,6,62.0,59.0,1207,4.8,4.82,2.98
46430,0.54,3,6,2,58.3,61.0,1770,5.38,5.32,3.12
42472,0.54,2,1,3,62.3,56.0,1317,5.17,5.22,3.24
21452,1.72,3,2,2,62.0,57.0,9551,7.67,7.63,4.74
24049,0.38,2,6,1,62.1,55.0,633,4.62,4.65,2.88
29748,0.37,3,3,2,62.1,60.0,708,4.61,4.54,2.84
907,0.7,1,4,4,59.1,62.0,2877,5.82,5.86,3.44
35515,0.35,4,5,6,61.9,56.0,905,4.53,4.55,2.81
21107,1.42,2,5,2,61.1,62.0,9278,7.17,7.2,4.39
4017,0.91,1,5,1,63.1,61.0,3520,6.04,6.14,3.84
23135,1.66,4,1,3,62.3,54.0,11156,7.58,7.61,4.73
24975,2.04,3,0,3,61.4,59.0,13477,8.04,8.14,4.97
2266,0.7,2,5,4,63.6,57.0,3154,5.61,5.65,3.58
26948,1.71,4,3,4,63.0,56.0,17009,7.65,7.58,4.8
8002,1.01,3,3,1,60.1,59.0,4327,6.55,6.46,3.91
31746,0.44,3,3,2,61.1,59.0,772,4.86,4.9,2.98
47884,0.56,2,3,4,59.9,60.0,1912,5.37,5.41,3.23
48533,0.51,4,6,3,61.1,56.0,1986,5.16,5.2,3.17
35647,0.31,4,3,5,62.7,57.0,907,4.34,4.31,2.71
34056,0.36,3,6,2,60.4,58.0,851,4.64,4.6,2.79
6329,0.71,4,6,3,61.7,56.0,4029,5.71,5.74,3.53
41728,0.41,3,5,5,60.9,60.0,1243,4.82,4.81,2.93
16430,1.05,4,3,3,61.9,57.0,6562,6.47,6.51,4.03
44585,0.53,2,5,3,61.4,55.0,1607,5.21,5.24,3.21
23074,1.71,3,1,2,60.2,58.0,11104,7.79,7.75,4.68
13379,0.32,4,2,1,61.5,56.0,420,4.43,4.45,2.73
32127,0.41,3,0,3,61.9,59.0,784,4.74,4.69,2.92
19592,1.0,4,3,6,61.9,57.0,8217,6.39,6.43,3.97
49571,0.72,0,1,5,65.7,57.0,2131,5.56,5.64,3.68
7673,1.0,1,1,2,58.0,58.0,4273,6.56,6.62,3.82
20295,1.6,4,2,3,61.2,57.0,8709,7.57,7.5,4.61
39867,0.38,3,4,4,62.7,57.0,1101,4.71,4.64,2.93
49699,0.71,2,4,1,62.8,58.0,2147,5.63,5.7,3.56
35622,0.3,3,1,4,61.6,60.0,473,4.27,4.3,2.64
51146,0.7,4,1,2,61.2,55.0,2343,5.71,5.76,3.51
5762,1.01,1,4,1,63.7,60.0,3897,6.37,6.29,4.02
7043,1.06,2,3,1,61.1,62.0,4162,6.55,6.61,4.02
34426,0.3,4,3,7,62.1,54.0,863,4.3,4.33,2.68
23678,1.22,3,4,6,61.9,58.0,11723,6.81,6.85,4.23
20920,1.23,4,3,4,61.4,56.0,9133,6.96,6.91,4.26
38640,0.31,2,2,3,62.5,60.0,489,4.31,4.36,2.71
29049,0.4,2,5,2,62.9,59.0,687,4.69,4.72,2.96
48019,0.63,3,5,2,61.3,58.0,1921,5.57,5.52,3.4
4075,0.31,4,6,2,62.4,56.0,571,4.33,4.35,2.71
23169,1.2,1,4,6,63.6,57.0,11182,6.74,6.71,4.28
12247,2.06,3,0,0,61.2,58.0,5203,8.1,8.07,4.95
35812,0.31,4,4,7,62.2,55.0,914,4.35,4.37,2.71
33951,0.23,2,4,5,61.3,60.0,465,3.98,4.01,2.45
51189,0.7,3,4,2,61.6,55.0,2348,5.7,5.66,3.5
47379,0.54,4,3,4,61.3,57.0,1847,5.28,5.25,3.23
38095,0.42,3,4,3,60.1,61.0,1013,4.88,4.84,2.92
6821,1.07,3,2,1,62.2,59.0,4119,6.47,6.53,4.04
32361,0.3,3,3,6,61.7,58.0,789,4.26,4.3,2.64
25431,1.5,3,5,3,62.3,60.0,14179,7.27,7.2,4.51
11352,1.12,4,3,1,61.3,55.0,4990,6.74,6.7,4.12
19777,1.16,3,5,4,58.7,58.0,8346,6.89,6.87,4.04
52074,0.73,4,4,1,62.5,56.0,2455,5.73,5.75,3.59
16641,1.2,1,5,2,59.9,64.0,6653,6.84,6.79,4.08
12023,1.15,4,0,4,61.5,55.0,5152,6.81,6.76,4.17
23894,1.63,2,3,2,62.5,58.0,11990,7.48,7.44,4.66
25307,2.21,3,2,2,61.1,58.0,13983,8.39,8.34,5.11
21443,1.06,4,4,5,61.3,57.0,9547,6.56,6.59,4.03
13465,1.21,3,3,1,60.3,58.0,5529,6.96,6.9,4.18
36652,0.35,3,0,4,62.4,58.0,949,5.67,5.64,3.53
11788,1.04,3,3,2,61.4,57.0,5086,6.56,6.5,4.01
21988,1.2,3,5,4,60.7,57.0,10053,6.89,6.81,4.16
44462,0.55,3,1,6,61.3,59.0,1593,5.27,5.3,3.24
24603,1.52,2,3,4,59.3,59.0,12916,7.48,7.55,4.46
22072,1.07,4,4,5,60.3,55.0,10093,6.65,6.68,4.02
32292,0.31,3,0,2,58.1,62.0,453,4.47,4.44,2.59
12562,1.24,3,2,1,60.4,59.0,5277,6.99,6.92,4.2
23037,0.33,4,6,1,61.1,57.0,631,4.5,4.47,2.74
25800,2.02,3,4,1,61.5,60.0,14790,8.15,8.05,4.98
18022,1.5,1,4,1,64.1,55.0,7291,7.15,7.11,4.57
34287,0.26,2,2,5,62.4,58.0,468,4.04,4.07,2.53
4616,1.22,2,2,0,61.6,56.0,3663,6.8,6.87,4.21
51638,0.31,1,2,4,63.1,57.0,544,4.31,4.34,2.73
11668,1.22,2,0,4,59.0,63.0,5056,7.05,7.02,4.15
31948,0.3,4,4,3,61.6,57.0,776,4.32,4.28,2.65
43174,0.54,3,1,4,61.5,58.0,1389,5.28,5.26,3.24
40895,0.42,4,5,4,60.6,57.0,1177,4.84,4.86,2.94
51819,0.5,4,4,7,61.2,57.0,2419,5.11,5.15,3.14
20350,1.02,2,5,5,60.3,58.0,8745,6.53,6.57,3.95
39960,0.33,3,6,1,61.6,59.0,492,4.41,4.42,2.72
52777,0.73,2,1,5,62.3,58.0,2565,5.75,5.78,3.59
25956,2.01,3,4,2,63.0,59.0,15134,7.99,7.89,5.0
39683,0.39,4,6,5,60.0,56.0,1088,4.79,4.77,2.87
10009,0.9,2,5,3,63.0,58.0,4707,6.13,6.16,3.87
46343,0.5,2,6,3,63.3,54.0,1758,5.07,5.04,3.2
48870,0.78,1,0,2,58.0,62.0,2035,6.01,6.05,3.5
22712,1.53,3,1,4,62.4,59.0,10729,7.3,7.34,4.57
15616,1.31,2,2,1,61.7,59.0,6263,6.96,7.01,4.31
23338,1.23,2,4,5,62.2,58.0,11382,6.81,6.86,4.25
47098,0.71,3,2,1,61.5,60.0,1826,5.72,5.7,3.51
7078,0.33,3,2,4,61.9,58.0,579,4.43,4.45,2.75
32576,0.33,2,4,5,61.2,55.0,801,4.45,4.47,2.73
15106,1.22,2,2,2,61.2,60.0,6071,6.83,6.9,4.2
48964,0.34,3,2,3,59.0,59.0,537,4.55,4.61,2.7
16047,0.3,2,2,3,63.5,54.0,608,4.3,4.27,2.72
16325,1.08,3,3,4,61.5,61.0,6532,6.62,6.55,4.05
13598,1.18,2,3,1,62.4,56.0,5562,6.8,6.83,4.25
46081,0.52,4,5,2,60.8,55.0,1737,5.2,5.24,3.18
15615,1.0,2,3,4,62.4,60.0,6263,6.37,6.39,3.98
28441,0.39,2,5,2,59.1,59.0,670,4.76,4.81,2.83
14368,1.09,4,4,2,62.0,56.0,5816,6.56,6.61,4.08
10201,1.08,4,2,2,62.7,57.0,4740,6.48,6.51,4.07
40848,0.38,4,6,6,62.0,57.0,1173,4.6,4.69,2.88
29744,0.32,4,2,6,61.3,56.0,708,4.41,4.43,2.71
14075,1.03,4,5,2,62.0,53.0,5710,6.5,6.47,4.02
38254,0.31,2,0,3,62.7,58.0,380,4.3,4.34,2.71
13322,1.0,3,5,2,61.6,59.0,5500,6.38,6.41,3.94
39789,0.32,4,5,7,62.6,55.0,1095,4.38,4.41,2.75
27306,2.01,1,3,2,63.9,60.0,17804,7.81,7.75,4.97
26498,1.52,3,3,6,60.4,59.0,16104,7.48,7.38,4.49
985,0.77,2,3,3,61.3,60.0,2896,5.81,5.91,3.59
25885,1.6,4,3,3,61.9,56.0,15000,7.53,7.47,4.64
20988,1.22,4,4,3,61.3,56.0,9203,6.87,6.92,4.23
14062,0.3,1,2,5,63.5,55.0,605,4.25,4.28,2.71
53546,0.82,4,3,1,61.6,56.0,2692,5.98,6.04,3.7
47764,0.52,4,5,4,62.0,53.0,1893,5.16,5.2,3.21
12943,1.0,4,1,4,60.4,55.0,5385,6.49,6.52,3.93
45768,0.53,4,6,2,61.2,57.0,1706,5.24,5.19,3.19
52232,0.72,3,2,3,61.4,57.0,2484,5.79,5.75,3.54
22658,1.14,4,5,5,62.3,55.0,10703,6.71,6.68,4.17
33438,0.32,3,3,4,61.3,62.0,828,4.42,4.39,2.7
11217,0.9,2,4,4,62.4,59.0,4961,6.1,6.15,3.82
15239,1.27,3,1,3,62.6,59.0,6116,6.95,6.86,4.32
47431,0.51,4,3,4,60.2,56.0,1852,5.2,5.24,3.14
30841,0.33,3,2,4,61.0,59.0,743,4.5,4.45,2.73
53834,0.72,4,4,2,61.7,54.0,2737,5.77,5.8,3.57
50177,0.55,4,5,4,61.5,56.0,2220,5.26,5.29,3.24
14935,1.17,4,1,4,62.2,53.0,6013,6.78,6.81,4.23
21491,1.5,4,1,3,62.6,57.0,9586,7.26,7.31,4.56
10799,1.0,3,2,3,59.7,58.0,4861,6.57,6.52,3.91
36777,0.3,4,5,6,60.6,57.0,956,4.35,4.33,2.63
38174,0.7,0,1,0,66.3,63.0,1014,5.58,5.43,3.66
31510,0.34,3,3,3,61.2,59.0,765,4.49,4.43,2.73
29486,0.32,4,5,3,61.7,56.0,702,4.41,4.44,2.73
13478,1.2,4,0,4,61.3,56.0,5534,6.83,6.87,4.2
3410,0.3,4,4,3,62.1,57.0,568,4.27,4.3,2.66
35272,0.3,4,3,7,61.4,57.0,895,4.33,4.37,2.67
6019,0.9,2,2,4,62.7,56.0,3964,6.15,6.2,3.87
13487,1.04,1,3,3,61.4,65.0,5535,6.53,6.47,3.99
53511,0.71,3,3,4,60.8,59.0,2686,5.76,5.72,3.49
48010,0.52,4,6,3,62.6,56.0,1919,5.14,5.11,3.21
10588,0.91,4,5,1,62.4,57.0,4821,6.17,6.21,3.86
38849,0.4,4,1,7,62.2,56.0,1050,4.75,4.71,2.94
53052,0.7,4,2,3,62.8,55.0,2607,5.67,5.63,3.55
48995,0.7,0,2,2,65.2,58.0,2048,5.49,5.55,3.6
38114,0.3,4,2,7,61.5,56.0,1013,4.34,4.31,2.66
356,0.73,4,5,1,61.8,58.0,2805,5.77,5.81,3.58
28079,0.4,4,0,5,61.9,55.0,662,4.74,4.79,2.95
19210,1.21,4,2,5,60.4,57.0,7954,6.9,6.93,4.18
44987,0.31,4,3,1,60.5,57.0,523,4.4,4.36,2.65
41583,0.25,2,6,4,60.0,63.0,388,4.05,4.08,2.44
10047,0.31,2,1,2,62.8,60.0,418,4.29,4.31,2.7
850,0.52,3,4,5,61.8,60.0,2870,5.16,5.13,3.18
22039,0.31,4,1,4,61.9,54.0,628,4.38,4.34,2.7
11145,0.9,4,5,2,61.7,57.0,4940,6.21,6.24,3.84
22804,2.02,4,2,1,62.1,57.0,10826,8.13,8.09,5.04
50462,0.78,2,2,1,63.5,56.0,2265,5.82,5.86,3.71
40569,0.43,4,2,7,61.9,55.0,1151,4.87,4.89,3.02
3145,0.71,2,6,4,64.1,57.0,3332,5.64,5.66,3.62
43677,0.5,4,4,3,62.5,57.0,1436,5.07,5.11,3.18
14703,0.3,4,3,4,61.5,57.0,605,4.31,4.34,2.66
48505,0.59,3,2,6,62.0,58.0,1982,5.38,5.36,3.33
34380,0.41,3,1,6,61.5,59.0,863,4.75,4.81,2.94
38054,0.34,0,5,6,54.0,56.0,1012,4.8,4.76,2.58
20334,1.5,4,3,1,62.0,57.0,8736,7.31,7.26,4.52
17302,1.01,1,4,5,63.6,60.0,6932,6.31,6.36,4.03
3658,0.73,2,4,5,61.9,59.0,3442,5.72,5.84,3.58
45783,0.67,1,1,3,60.7,61.4,1708,5.6,5.64,3.41
27684,2.0,2,5,2,60.5,59.0,18709,8.09,8.14,4.94
30932,0.33,4,2,1,61.2,54.0,448,4.45,4.5,2.74
50900,0.56,4,4,3,62.7,55.0,2318,5.32,5.27,3.32
52748,0.71,4,2,4,62.4,56.0,2559,5.66,5.71,3.55
29000,0.34,4,4,3,62.6,54.0,686,4.46,4.48,2.8
26032,0.32,4,3,4,61.3,57.0,645,4.37,4.4,2.69
16962,1.12,4,3,3,62.0,56.0,6774,6.69,6.64,4.13
21539,1.1,4,4,5,61.2,56.0,9641,6.65,6.68,4.08
45185,0.51,4,3,4,62.1,55.0,1656,5.14,5.17,3.2
49506,0.61,1,4,4,60.6,60.3,2120,5.46,5.51,3.32
32257,0.3,4,3,6,62.6,54.0,789,4.25,4.28,2.67
27261,2.32,4,1,1,62.0,57.0,17676,8.49,8.45,5.25
8411,0.9,4,2,3,61.9,58.0,4403,6.2,6.24,3.85
3049,0.27,2,3,6,62.9,55.0,566,4.13,4.15,2.6
41932,0.4,2,6,5,62.2,54.0,1263,4.75,4.77,2.96
35888,0.32,4,3,7,61.6,55.0,918,4.4,4.43,2.72
13103,1.02,2,5,2,60.6,59.0,5424,6.47,6.49,3.93
7783,1.02,3,2,1,59.8,59.0,4284,6.54,6.5,3.9
51134,0.53,4,6,4,61.6,56.0,2340,5.23,5.19,3.21
10935,0.9,2,4,4,62.1,58.0,4898,6.15,6.19,3.83
52467,0.75,2,5,2,62.4,57.0,2517,5.79,5.85,3.63
29416,0.42,2,2,2,62.1,59.0,700,4.78,4.81,2.98
2877,1.0,4,1,1,62.5,56.0,3276,6.38,6.35,3.98
45397,0.51,2,2,6,60.9,56.0,1668,5.17,5.22,3.16
40597,0.37,4,0,2,60.5,57.0,497,4.63,4.66,2.81
43998,0.3,1,4,1,63.3,55.0,394,4.29,4.33,2.73
2734,0.7,2,4,5,62.5,58.0,3247,5.63,5.67,3.53
42486,0.53,1,6,1,63.9,55.0,1318,5.14,5.1,3.27
36232,0.38,3,4,4,62.4,59.0,933,4.57,4.63,2.87
47484,0.6,1,5,2,62.7,60.1,1863,5.31,5.36,3.35
34335,0.3,2,5,6,60.5,57.0,862,4.37,4.39,2.65
33132,0.31,4,2,7,61.8,56.0,816,4.36,4.38,2.7
49164,0.75,3,3,1,58.8,60.0,2070,5.99,5.89,3.49
2239,0.81,4,4,2,61.2,57.0,3146,6.0,6.05,3.69
4679,0.7,4,3,7,60.2,57.0,3672,5.78,5.84,3.5
16666,1.03,1,4,3,63.9,59.0,6662,6.38,6.35,4.07
30974,0.4,2,6,3,62.3,58.0,746,4.69,4.72,2.93
3863,0.72,4,3,4,60.4,57.0,3478,5.81,5.84,3.52
33734,0.35,4,4,4,60.9,56.0,839,4.52,4.56,2.77
50176,0.52,4,5,5,60.9,56.0,2220,5.21,5.24,3.18
22948,1.66,3,2,3,62.3,58.0,10993,7.62,7.57,4.73
41384,0.42,3,4,5,59.6,59.0,1221,4.86,4.83,2.89
43924,0.28,4,2,5,61.6,56.0,514,4.22,4.26,2.61
3959,0.91,1,3,2,63.1,63.0,3506,6.11,6.16,3.87
5090,1.02,0,4,1,65.5,59.0,3754,6.27,6.24,4.1
11020,1.0,1,5,2,59.3,61.0,4916,6.42,6.53,3.84
40036,0.4,2,4,6,61.9,59.0,1111,4.71,4.75,2.93
50478,0.7,2,4,2,62.3,57.0,2267,5.62,5.65,3.51
31752,0.4,3,6,2,61.3,60.0,772,4.71,4.75,2.9
13601,0.9,4,3,6,61.6,57.0,5564,6.24,6.16,3.82
41742,0.5,4,6,1,62.8,56.0,1243,5.06,5.03,3.17
22655,1.82,2,1,1,62.3,60.0,10701,7.71,7.76,4.82
18051,0.35,4,3,3,62.5,53.0,615,4.53,4.56,2.84
29185,0.3,4,5,4,62.1,58.0,694,4.26,4.28,2.65
5857,1.0,3,0,2,58.7,58.0,3920,6.55,6.51,3.83
21636,1.35,2,3,4,60.1,56.0,9729,7.16,7.21,4.32
42158,0.51,2,5,2,61.4,58.0,1284,5.09,5.14,3.14
20015,0.32,3,1,2,61.1,59.0,421,4.38,4.42,2.69
2340,0.74,4,4,3,62.1,56.0,3171,5.79,5.83,3.61
23486,1.54,4,3,3,61.5,57.0,11487,7.44,7.41,4.57
14372,0.3,1,2,5,63.6,55.0,605,4.24,4.28,2.71
23968,1.28,3,5,4,60.8,60.0,12100,7.03,6.98,4.26
33517,0.33,3,5,3,62.0,60.0,829,4.46,4.41,2.75
26385,2.02,2,3,1,62.8,55.0,15877,8.06,8.11,5.08
27025,2.74,2,0,1,61.5,62.0,17164,8.87,8.9,5.46
27270,2.11,4,1,3,62.2,55.0,17712,8.2,8.26,5.12
49156,0.5,4,3,6,62.7,57.0,2070,5.1,5.07,3.19
47781,0.55,4,4,4,61.5,56.0,1896,5.26,5.3,3.25
21214,1.21,2,3,5,62.9,59.0,9358,6.68,6.74,4.22
42213,0.52,1,2,3,63.5,58.0,1289,5.11,5.12,3.25
3007,0.71,4,5,3,62.5,56.0,3304,5.69,5.71,3.56
41948,0.29,4,6,4,61.7,57.0,504,4.23,4.26,2.62
18372,0.39,3,0,4,61.6,59.0,616,4.67,4.71,2.89
7993,1.01,3,3,1,62.4,59.0,4327,6.39,6.34,3.97
48876,0.71,2,4,1,63.3,56.0,2036,5.68,5.73,3.61
12339,1.22,4,1,1,61.3,57.0,5226,6.91,6.85,4.22
34076,0.36,4,5,4,62.4,55.0,852,4.59,4.61,2.87
44751,0.51,4,4,3,59.2,56.0,1619,5.23,5.18,3.08
23507,1.7,2,1,4,60.6,59.0,11514,7.64,7.67,4.64
3872,0.9,2,2,1,61.2,57.0,3481,6.21,6.27,3.82
51422,0.75,3,5,1,63.0,58.0,2372,5.78,5.71,3.62
14830,1.01,3,5,2,60.0,59.0,5973,6.53,6.47,3.9
44722,0.53,4,3,3,61.4,55.0,1615,5.23,5.26,3.22
